--- CORTEX SESSION START ---
--- CORTEX SESSION START ---
POS: '459.538147 477.961914 8.03125'
POS: '459.538147 477.961914 8.03125'
POS: '459.538147 477.961914 8.03125'
POS: '459.538147 477.961914 8.03125'
POS: '459.538147 477.961914 8.03125'
POS: '459.538147 477.961914 8.03125'
POS: '459.538147 477.961914 8.03125'
POS: '459.538147 477.961914 8.03125'
POS: '459.538147 477.961914 8.03125'
POS: '459.538147 477.961914 8.03125'
POS: '459.538147 477.961914 8.03125'
POS: '459.538147 477.961914 8.03125'
POS: '459.538147 477.961914 8.03125'
POS: '474.237518 482.382446 8.03125'
POS: '508.066071 492.555756 8.03125'
POS: '548.285278 497.64325 5.99449158'
POS: '590.594727 500.408173 -5.51634312'
POS: '629.740417 504.026154 -7.96875'
POS: '668.644165 519.081482 -7.96875'
POS: '701.869873 541.196289 -10.01662827'
POS: '733.447083 561.886902 -21.5101395'
POS: '748.450867 560.03125 -39.96875'
POS: '729.885376 553.681946 -23.96875'
POS: '692.827148 548.437683 -23.96875'
POS: '654.669922 566.704529 -24.5628128'
POS: '618.639526 587.977051 -33.1174774'
POS: '584.419067 608.181091 -39.96875'
POS: '561.474609 621.727539 -39.96875'
POS: '547.000366 630.273193 -39.96875'
POS: '538.023438 635.573303 -39.96875'
POS: '533.334595 638.341614 -39.96875'
POS: '532.595093 638.778259 -39.96875'
POS: '532.595093 638.778259 -39.96875'
POS: '532.595093 638.778259 -39.96875'
POS: '532.595093 638.778259 -39.96875'
POS: '532.595093 638.778259 -39.96875'
POS: '532.595093 638.778259 -39.96875'
POS: '532.595093 638.778259 -39.96875'
POS: '532.595093 638.778259 -39.96875'
POS: '532.595093 638.778259 -39.96875'
POS: '532.595093 638.778259 -39.96875'
POS: '532.595093 638.778259 -39.96875'
POS: '532.595093 638.778259 -39.96875'
POS: '532.595093 638.778259 -39.96875'
POS: '532.595093 638.778259 -39.96875'
POS: '532.595093 638.778259 -39.96875'
POS: '532.595093 638.778259 -39.96875'
POS: '525.343994 636.578491 -39.96875'
POS: '491.665771 631.66095 -39.96875'
POS: '453.676117 636.190308 -39.96875'
POS: '417.868103 645.277283 -39.96875'
POS: '383.565063 657.24469 -39.96875'
POS: '350.506439 672.208862 -39.96875'
POS: '322.333862 701.350098 -39.96875'
POS: '301.425385 733.255371 -39.96875'
POS: '285.233368 766.268311 -39.96875'
POS: '272.969482 802.033813 -39.96875'
POS: '268.931305 841.129883 -39.96875'
POS: '270.077972 877.759644 -39.96875'
POS: '269.198792 914.85321 -39.96875'
POS: '263.859833 951.221619 -39.96875'
POS: '256.152802 985.200439 -39.96875'
POS: '246.716446 1019.942078 -39.96875'
POS: '237.648346 1054.54553 -39.96875'
POS: '229.269043 1089.42383 -39.96875'
POS: '222.349045 1125.09766 -39.96875'
POS: '217.968536 1160.88135 -39.96875'
POS: '215.069107 1196.76868 -18.4114227'
POS: '212.200516 1232.74731 -2.46423912'
POS: '209.338638 1268.64172 3.42089367'
POS: '206.475464 1304.55237 -0.71378565'
POS: '204.089722 1341.1366 -7.96875'
POS: '544 1559.94641 39.9407654'
POS: '544 1593.6709 26.9841614'
POS: '544 1622.96741 24.03125'
POS: '544 1641.70447 24.03125'
POS: '544 1653.52429 24.03125'
POS: '544 1660.12036 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '544 1661.81274 24.03125'
POS: '525.357544 1667.92468 24.03125'
POS: '490.519897 1676.36621 24.03125'
POS: '455.532806 1684.19128 24.03125'
POS: '420.378418 1691.64258 24.03125'
POS: '385.350037 1698.81079 24.03125'
POS: '350.155548 1705.84705 24.03125'
POS: '314.840637 1712.29395 24.03125'
POS: '278.786011 1716.54102 24.03125'
POS: '242.548843 1718.30212 40.03125'
POS: '206.707596 1718.69006 72.03125'
POS: '170.970444 1718.24805 88.03125'
POS: '134.685165 1716.99695 104.03125'
POS: '97.7877426 1711.19653 104.03125'
POS: '66.1764374 1702.83057 104.03125'
POS: '46.0025024 1697.42017 104.03125'
POS: '27.3944244 1689.07373 104.03125'
POS: '-1.91624165 1667.81445 120.03125'
--- CORTEX SESSION START ---
POS: '480 -352 89'
POS: '460.5383 -381.09024 88.03125'
POS: '442.744751 -399.96875 88.03125'
POS: '424.950043 -399.96875 88.03125'
POS: '413.653046 -399.96875 87.8479156'
POS: '404.578979 -399.96875 80.7569809'
POS: '400.03125 -399.96875 72.03125'
POS: '400.03125 -399.96875 72.03125'
POS: '400.03125 -399.96875 72.03125'
POS: '400.03125 -399.96875 72.03125'
POS: '415.266785 -399.638062 72.03125'
POS: '447.372925 -383.770172 88.03125'
POS: '471.759674 -348.761719 88.03125'
POS: '487.265411 -313.09964 88.03125'
POS: '498.040222 -277.381439 84.9982376'
POS: '508.579254 -241.434982 72.0229645'
POS: '517.24762 -205.748062 72.0229645'
POS: '522.586731 -169.027039 69.9115143'
POS: '527.355347 -132.839508 58.4879036'
POS: '528.735291 -94.6073608 47.6582146'
POS: '526.248169 -59.0592575 38.7711716'
POS: '521.25177 -22.8367081 29.7155151'
POS: '514.648499 13.01703644 24.03125'
POS: '506.90625 48.0250778 24.03125'
POS: '498.727386 83.0371094 24.03125'
POS: '491.115204 118.0441132 24.03125'
POS: '485.296204 153.528717 24.03125'
POS: '480.884247 189.426392 24.03125'
POS: '477.599701 221.854156 24.03125'
POS: '475.47818 243.113678 24.03125'
POS: '474.144409 256.479248 24.03125'
POS: '473.341919 264.520996 24.03125'
POS: '473.042084 267.525635 24.03125'
POS: '473.039886 267.547791 24.03125'
POS: '470.764313 268.086456 24.03125'
POS: '458.361542 271.091827 24.03125'
POS: '451.095795 272.852417 24.03125'
POS: '462.172882 269.735016 24.03125'
POS: '495.833862 261.394226 24.03125'
POS: '524.340576 254.604691 24.03125'
POS: '514.084656 255.425385 24.03125'
POS: '479.752045 262.28421 24.03125'
POS: '452.891876 292.54007 24.03125'
POS: '439.085205 330.965332 24.03125'
POS: '431.47879 367.164337 24.03125'
POS: '427.875458 405.085297 24.03125'
POS: '432.108063 443.225464 24.03125'
POS: '441.028168 479.616364 24.03125'
POS: '449.659393 513.661926 24.03125'
POS: '455.0242 537.377747 24.03125'
POS: '458.311188 551.908325 24.03125'
POS: '460.448242 561.355408 24.03125'
POS: '461.4664 565.856323 24.03125'
POS: '461.563416 566.285156 24.03125'
POS: '454.060699 567.528076 24.03125'
POS: '421.884766 575.448486 24.03125'
POS: '385.971191 582.707581 24.03125'
POS: '349.465851 585.578064 24.03125'
POS: '315.134521 585.701416 24.03125'
POS: '292.124054 585.572327 24.03125'
POS: '277.639313 585.491089 24.03125'
POS: '268.764526 585.441284 24.03125'
POS: '260.184235 586.464661 24.03125'
POS: '228.724167 592.919495 24.03125'
POS: '192.944504 598.81604 24.03125'
POS: '157.335999 603.042358 24.03125'
POS: '120.7583084 605.043762 24.03125'
POS: '83.6117096 601.920837 24.03125'
POS: '48.104084 596.016846 24.03125'
POS: '12.68015671 589.872681 24.03125'
POS: '-22.5669041 584.202026 24.03125'
POS: '-45.218029 578.616882 24.03125'
POS: '-47.96875 572.281067 19.1973495'
POS: '-47.96875 568.009216 8.03100681'
POS: '-47.96875 567.704773 -3.16922498'
POS: '-47.96875 567.704773 -14.4163456'
POS: '-47.96875 567.704773 -25.629755'
POS: '-47.96875 567.704773 -36.446888'
POS: '-47.96875 567.704773 -47.579361'
POS: '-47.96875 567.704773 -58.8074417'
POS: '-47.96875 567.704773 -69.9808197'
POS: '-47.96875 567.704773 -81.1786957'
POS: '-47.96875 567.704773 -92.3850403'
POS: '-47.96875 567.704773 -103.568718'
POS: '-47.96875 567.704773 -114.4060898'
POS: '-47.96875 567.704773 -125.5689545'
POS: '-47.96875 567.704773 -136.823181'
POS: '-47.96875 567.704773 -147.979919'
POS: '-47.96875 567.704773 -159.218948'
POS: '-47.96875 567.704773 -170.425827'
POS: '-47.96875 567.704773 -181.664017'
POS: '-47.96875 567.704773 -192.863495'
POS: '-47.96875 567.704773 -203.968811'
POS: '-47.1029968 583.125 -207.96875'
POS: '-43.5214615 618.371582 -207.96875'
POS: '-40.4036789 645.938477 -207.96875'
POS: '-38.3886871 663.7547 -209.206558'
POS: '-36.8886032 674.423279 -207.361847'
POS: '-35.5941315 681.982361 -205.472076'
POS: '-35.2023392 710.301208 -198.686813'
POS: '-34.5121765 748.602905 -197.275375'
POS: '-29.3022461 785.722473 -199.96875'
POS: '-2.3618679 817.123352 -199.96875'
POS: '28.0384617 840.721802 -199.96875'
POS: '59.9690399 859.282959 -199.96875'
POS: '92.346405 875.162292 -199.96875'
POS: '124.9792557 890.024902 -199.96875'
POS: '151.848389 919.070923 -199.96875'
POS: '162.135986 956.901794 -199.96875'
POS: '169.653137 991.742676 -199.96875'
POS: '176.712463 1026.75549 -199.04837'
POS: '183.554764 1039.96875 -190.284927'
POS: '190.837036 1039.96875 -191.420776'
POS: '196.601883 1039.13342 -194.92244'
POS: '198.750732 1036.51245 -195.796112'
POS: '189.851089 1029.24158 -198.219681'
POS: '155.449448 1020.220825 -199.96875'
POS: '124.8255768 1015.223938 -199.96875'
POS: '104.1487503 1001.145447 -199.96875'
POS: '87.3903961 967.500488 -199.96875'
POS: '74.7997742 933.565186 -199.96875'
POS: '64.5598526 898.964844 -199.96875'
POS: '55.7950974 864.37915 -199.96875'
POS: '49.6207771 839.207581 -199.96875'
POS: '45.7133408 823.277649 -199.96875'
POS: '43.9851379 809.177002 -199.96875'
POS: '43.1204872 799.034607 -199.96875'
POS: '42.6851463 793.92804 -199.96875'
POS: '43.1892891 795.54834 -199.96875'
POS: '49.2377434 822.736145 -199.96875'
POS: '56.4075813 856.614136 -199.96875'
POS: '63.4635773 891.868958 -199.96875'
POS: '69.9906845 927.014404 -199.96875'
POS: '75.7134094 963.663757 -199.96875'
POS: '85.5117188 1001.050659 -199.96875'
POS: '87.1948624 1039.66199 -194.746246'
POS: '81.5453339 1075.51221 -182.796173'
POS: '80.03125 1112.83752 -177.312714'
POS: '80.03125 1151.4801 -181.494095'
POS: '80.0094986 1190.40186 -183.96875'
POS: '80.0094986 1227.24561 -183.96875'
POS: '80.0094986 1263.20728 -183.96875'
POS: '80.0094986 1300.04517 -183.96875'
POS: '80.0094986 1334.57874 -183.96875'
POS: '80.0094986 1359.15283 -186.020111'
POS: '80.0094986 1382.43286 -196.778427'
POS: '80.0094986 1403.11804 -199.96875'
POS: '80.0094986 1416.28076 -199.96875'
POS: '80.0094986 1424.09937 -199.96875'
POS: '80.0094986 1426.91089 -199.96875'
POS: '80.0094986 1426.91089 -199.96875'
POS: '80.0094986 1426.91089 -199.96875'
POS: '80.0094986 1426.91089 -199.96875'
POS: '80.0094986 1426.91089 -199.96875'
POS: '80.0094986 1426.91089 -199.96875'
POS: '80.0094986 1426.91089 -199.96875'
POS: '80.0094986 1426.91089 -199.96875'
POS: '80.0094986 1426.91089 -199.96875'
POS: '80.0094986 1426.91089 -199.96875'
POS: '80.0094986 1426.91089 -199.96875'
POS: '80.0094986 1426.91089 -199.96875'
POS: '80.0094986 1426.91089 -199.96875'
POS: '80.0094986 1426.91089 -199.96875'
POS: '80.0094986 1426.91089 -199.96875'
POS: '80.0094986 1426.91089 -199.96875'
POS: '80.0094986 1426.91089 -199.96875'
POS: '80.0094986 1426.91089 -199.96875'
POS: '78.5635986 1434.33154 -199.96875'
POS: '72.4147263 1466.60767 -199.96875'
POS: '65.3881226 1501.93652 -199.96875'
POS: '51.1662865 1538.88586 -199.96875'
POS: '26.1276493 1571.06311 -199.96875'
POS: '-1.85889077 1596.64917 -199.96875'
POS: '-31.7698746 1618.04895 -199.96875'
POS: '-70.8735199 1627.09473 -199.96875'
POS: '-109.3134155 1627.37756 -199.96875'
POS: '-147.44986 1628.68945 -191.942444'
POS: '-185.951797 1632.71936 -170.288498'
POS: '-224.539963 1636.7583 -158.677094'
POS: '-261.608185 1640.63818 -157.009506'
POS: '-299.931854 1644.64954 -165.106415'
POS: '-338.470093 1648.68347 -183.299026'
POS: '-375.856171 1652.59668 -199.96875'
POS: '-399.623413 1662.65759 -199.96875'
POS: '-405.222992 1695.99207 -199.96875'
POS: '-395.058014 1718.1283 -199.96875'
POS: '-382.344391 1722.75146 -199.96875'
POS: '-374.697723 1725.5321 -199.96875'
POS: '-371.802795 1726.58472 -199.96875'
POS: '-371.773407 1726.59546 -199.96875'
POS: '-372.499237 1726.33142 -199.96875'
POS: '-388.863647 1720.38074 -199.968796'
POS: '-418.68335 1709.53735 -199.968796'
POS: '-438.846344 1702.20532 -199.968796'
POS: '-442.449432 1700.40857 -199.968796'
POS: '-442.449432 1700.40857 -199.968796'
POS: '-442.449432 1700.40857 -199.968796'
POS: '-442.449432 1700.40857 -199.968796'
POS: '-442.449432 1700.40857 -199.968796'
POS: '-442.449432 1700.40857 -199.968796'
POS: '-442.449432 1700.40857 -199.968796'
POS: '-442.449432 1700.40857 -199.968796'
POS: '-442.449432 1700.40857 -199.968796'
POS: '-442.449432 1700.40857 -199.968796'
POS: '-433.140991 1694.5343 -199.968796'
POS: '-403.610229 1676.44983 -199.968796'
POS: '-371.898254 1658.64539 -199.968796'
POS: '-330.017609 1650.79492 -199.968796'
POS: '-292.41333 1650.13647 -199.968796'
POS: '-255.241486 1649.8175 -199.968796'
POS: '-217.883987 1644.39331 -199.968796'
POS: '-178.881348 1642.11926 -199.968796'
POS: '-141.805664 1646.82727 -199.968796'
POS: '-101.9975433 1647.96875 -199.968796'
POS: '-70.3444672 1647.96875 -199.968796'
POS: '-69.8555603 1647.96875 -199.968796'
POS: '-74.5159531 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-74.9841919 1647.96875 -199.968796'
POS: '-58.5068016 1637.28821 -199.968796'
POS: '-28.5701561 1617.57922 -199.968796'
POS: '1.35023594 1595.98157 -199.968796'
POS: '27.4383888 1566.10718 -199.968796'
POS: '47.2251968 1534.02734 -199.968796'
POS: '67.0261993 1502.4563 -199.968796'
POS: '83.3204193 1467.03247 -199.968796'
POS: '93.6780396 1431.29236 -199.968796'
POS: '100.6562042 1395.34924 -184.676712'
POS: '107.2174606 1359.56836 -165.937347'
POS: '113.7662506 1323.85559 -157.230881'
POS: '120.3188553 1288.12195 -158.518219'
POS: '126.8824692 1252.328 -169.834579'
POS: '133.233856 1216.3374 -183.96875'
POS: '137.127762 1180.29675 -183.96875'
POS: '138.963074 1144.24194 -183.96875'
POS: '139.607773 1108.49207 -168.891235'
POS: '140.123047 1072.49097 -150.017868'
POS: '140.635437 1036.69092 -141.25177'
POS: '141.15155 1000.629639 -142.513504'
POS: '141.650696 965.755188 -153.342422'
POS: '142.161621 930.058044 -174.248093'
POS: '142.605804 894.298523 -199.96875'
POS: '141.243286 858.145447 -199.96875'
POS: '137.652512 821.979126 -199.96875'
POS: '128.539993 784.80011 -199.96875'
POS: '115.938324 750.317017 -199.96875'
POS: '103.6522446 728.03125 -199.96875'
POS: '74.7775345 735.23407 -199.96875'
POS: '38.3589249 744.265137 -199.96875'
POS: '2.55189371 746.027893 -199.96875'
POS: '-20.6088791 746.893494 -199.96875'
POS: '-35.2353897 747.440125 -199.96875'
POS: '-44.2060928 747.775391 -199.96875'
POS: '-48.0644875 747.919617 -199.96875'
POS: '-48.2643509 747.927124 -199.96875'
POS: '-48.2643509 747.927124 -199.96875'
POS: '-48.2643509 747.927124 -199.96875'
POS: '-48.2643509 747.927124 -199.96875'
POS: '-48.2643509 747.927124 -199.96875'
POS: '-48.2643509 747.927124 -199.96875'
POS: '-48.2643509 747.927124 -199.96875'
POS: '-48.2643509 747.927124 -199.96875'
{"time":1.37953627,"health":100,"armor":0,"ammo_shells":25,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-880,-232,-15],"vel":[0,0,0],"lidar":[0.13909534,0.26943928,0.30396876,0.30736938,0.31735271],"enemies":[]}
{"time":1.48069155,"health":100,"armor":0,"ammo_shells":25,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-880,-232,-15.96875],"vel":[0,0,0],"lidar":[0.34426209,0.39736164,0.4880836,1,0.35201931],"enemies":[]}
{"time":1.59321761,"health":100,"armor":0,"ammo_shells":25,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-880,-232,-15.96875],"vel":[0,0,0],"lidar":[0.34426209,0.39736164,0.4880836,1,0.35201931],"enemies":[]}
{"time":1.70471299,"health":100,"armor":0,"ammo_shells":25,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-880,-232,-15.96875],"vel":[0,0,0],"lidar":[0.34426209,0.39736164,0.4880836,1,0.35201931],"enemies":[]}
{"time":1.81421363,"health":100,"armor":0,"ammo_shells":25,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-880,-232,-15.96875],"vel":[0,0,0],"lidar":[0.34426209,0.39736164,0.4880836,1,0.35201931],"enemies":[]}
{"time":1.92616463,"health":100,"armor":0,"ammo_shells":25,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-880,-232,-15.96875],"vel":[0,0,0],"lidar":[0.34426209,0.39736164,0.4880836,1,0.35201931],"enemies":[]}
{"time":2.03840351,"health":100,"armor":0,"ammo_shells":25,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-880,-232,-15.96875],"vel":[0,0,0],"lidar":[0.34426209,0.39736164,0.4880836,1,0.35201931],"enemies":[]}
{"time":2.14832187,"health":100,"armor":0,"ammo_shells":25,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-880,-232,-15.96875],"vel":[0,0,0],"lidar":[0.34426209,0.39736164,0.4880836,1,0.35201931],"enemies":[]}
{"time":2.26452708,"health":100,"armor":0,"ammo_shells":25,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-880,-232,-15.96875],"vel":[0,0,0],"lidar":[0.34426209,0.39736164,0.4880836,1,0.35201931],"enemies":[]}
{"time":2.37627792,"health":100,"armor":0,"ammo_shells":25,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-880,-232,-15.96875],"vel":[0,0,0],"lidar":[0.34426209,0.39736164,0.4880836,1,0.35201931],"enemies":[]}
{"time":2.4845345,"health":100,"armor":0,"ammo_shells":25,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-880,-232,-15.96875],"vel":[0,0,0],"lidar":[0.34426209,0.39736164,0.4880836,1,0.35201931],"enemies":[]}
{"time":2.59715557,"health":100,"armor":0,"ammo_shells":25,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-880,-232,-15.96875],"vel":[0,0,0],"lidar":[0.34426016,0.39731771,0.48802975,1,0.35202137],"enemies":[]}
{"time":2.70926833,"health":100,"armor":0,"ammo_shells":25,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-880,-232,-15.96875],"vel":[0,0,0],"lidar":[0.34426016,0.39731771,0.48802975,1,0.35202137],"enemies":[]}
